Start x,Start y,End x,End y,Start Move,End Move,Comboer Character,Comboee Character,Start %,End %,Frames Between Moves,Stage
59.5,23.449999,72.61891,29.298105,21,17,22,22,21.279999,40.079998,53,8
32.418636,23.450098,38.418636,23.896034,8,16,22,22,54.079998,73.08,45,8
38.418636,23.896034,74.371574,31.606007,16,17,22,22,63.079998,85.08,44,8
67.142,0.0001,61.839336,-3.7312503,16,21,1,22,8,29.43,42,32
57.56146,0.0001,49.481052,10.589494,16,11,1,22,30.39,61.26,41,32
-32.309418,0.0001,-30.93347,0.3304832,2,3,22,1,25,33,8,32
-30.741428,17.116196,-41.751003,6.1794667,55,8,1,22,53.940006,66.48001,40,32
-41.751003,6.1794667,-53.03863,10.104034,8,16,1,22,57.480007,71.48001,47,32
-27.025972,16.727549,-35.94258,0.0001001358,55,8,1,22,10.92,28.36,39,32
16.364893,0.0001,27.321903,1.998249,16,21,1,22,33.36,54.739998,61,32
64.1742,11.150076,74.86079,9.356117,8,16,1,22,54.739998,75.020004,46,32
15.774575,0.0001,10.355999,0.0001,17,21,22,22,10.5,30.5,25,32
10.355999,0.0001,-1.8538626,15.799144,21,17,22,22,22.5,41.54,47,32
-1.8538626,15.799144,2.6382215,0.0001,17,21,22,22,30.5,48.9,28,32
2.6382215,0.0001,16.93556,17.060156,21,16,22,22,41.54,54.9,53,32
-69.92859,0.0001,-68.52433,16.64746,17,8,22,22,80.61,99.93,28,32
-68.52433,16.64746,-77.25844,45.92446,8,17,22,22,90.93,110.01,61,32
45.984127,0.0001,35.390713,9.719597,21,8,22,22,0,16.21,44,32
35.390713,9.719597,32.425266,-4.6765003,8,21,22,22,7.84,23.57,28,32
32.425266,-4.6765003,20.5474,7.9638047,21,8,22,22,16.21,31.4,47,32
20.5474,7.9638047,14.548289,-3.2473214,8,21,22,22,23.57,38.28,32,32
14.548289,-3.2473214,1.7489729,15.060031,21,8,22,22,31.4,45.75,48,32
1.7489729,15.060031,-2.8894696,6.3596697,8,8,22,22,38.28,52.68,38,32
-2.8894696,6.3596697,-1.8490183,8.65512,8,8,22,22,45.75,59.16,35,32
-1.8490183,8.65512,-8.505713,9.592727,8,8,22,22,52.68,65.28,40,32
-8.505713,9.592727,-11.570352,18.7078,8,8,22,22,59.16,71.04,40,32
-63.153168,0.0001,-76.54761,2.2695785,21,21,22,22,20.64,34.88,55,32
-19.905811,0.0001,-19.905811,7.026274,8,16,22,22,70.82,85.55,53,32
72.60406,0.0001,61.12196,11.974954,21,17,22,22,11.5199995,30.32,46,32
61.12196,11.974954,56.449627,0.0001,17,21,22,22,19.52,37.68,28,32
56.449627,0.0001,43.303284,15.40918,21,17,22,22,30.32,48,50,32
43.303284,15.40918,36.303543,0.0001,17,21,22,22,37.68,54.88,27,32
36.303543,0.0001,22.016912,23.15831,21,16,22,22,48,64.880005,51,32
